literature,label
مخاطب قلبم ﺁﻏــﻮش ﻣﻦ ﻓﻘﻂ ﺍﻧﺪﺍﺯﻩ تــو ﺟـــــﺎ ﺩﺍﺭﺩ ﺍﮔﺮ ﺧـــــﻮﺏ ﮔـــــــﻮﺵ ﮐﻨﯽﺍﯾﻦ ﺿﺮﺑـــــــﺎﻥ ﻫﺎﯼ ﺗﻨﺪ ﻭ ﭘﯽ ﺩﺭ ﭘﯽ ﻗﻠﺒــﻢ ﺭﺍ ﻣﯽ ﺷﻨـــــــﻮﯼتــو ﺭﺍ ﻓﺮﯾــﺎﺩ ﻣﯽ ﺯﻧﻨﺪ ﻣﺨـــــــﺎﻃﺐ ﮐﻼﻣـﻢ ﮐﻪ ﻫﯿﭻ ﻣﺨﺎﻃﺐ ﺿﺮﺑــﺎﻥ ﻫﺎﯼ ﻗﻠﺒـــــــﻢ ﻫﻢ تــوﯾﯽ,عشق
لبخند تو زیباترین چیزی است که در زندگی ام دیده ام,عشق
به خدا دوست داشتن تو دست من نیست خودت بگرد ببین مهرت را کجای دلم انداخته ای,عشق
احساس می کنم زندگیم از روزی شروع شده که تو رو دیدم تو مثل یه رویایی,عشق
تو نقطه شروع همه اتفاقات خوب زندگی ام هستی وبهترین هدیه از سوی خداوندعشقم نسبت به تو حد و مرزی ندارد دوستت دارم.,عشق
صدای تو آهنگ مورد علاقه ی من است,عشق
نمی تونی تصور کنی که چطوری تمام وجودم به پرواز در میاد وقتی تو رو می بینمقلبم برای تو می تپه,عشق
فرقی ندارد چه ساعت از شبانه روز باشدصدایت را که می شنومخورشید در دلم طلوع می کند,عشق
بر پنجره ام بُخارِ تو می چسبدصبحانه در انتظارِ تو می چسبدقوری و سماور و دو فنجان با عشقچایی چقَدَر کنارِ تـو می چسبد,عشق
آن هنگام که به دیدنم می آیی شوق باغبانی با من است که گلی تازه در باغچه اش روییده باشد,عشق
زمانی که به تو می گم دوستت دارم از روی عادت نیست این جمله رو می گم که یاد آوری کنم بهترین اتفاقی هستی که تا به حال برای من افتادی,عشق
میشه بیخیالِ دنیا بود، میشه آروم بود، میشه رفت دورِ دنیا رو گشت، میشه عاشق بود، میشه اگر تو دستامو بگیری.,عشق
تو دلیل خنده ی روی لب هام، درخشش چشمام و تپش قلبم هستی,عشق
تو همان بایدِ من هستی. مثلاً همیشه باید باشی. باید دستانم دائم گم در دستهایت باشد. باید تنم فقط به بوی عطر تو عادت داشته باشد. باید فقط عاشقِ تو باشم. باید…,عشق
هربار کـِ نِگاتـ میکنمـ به انتخابمـ مُطمئِنتر میشَمــ,عشق
می خوام بدونی تو نیمه ی گمشده ام هستیباید باشی تا بتونم زندگی کنم,عشق
دوست داشتن ساده است و باور کردنش سخت. تو ساده باور کن که من سخت دوستت دارم.,عشق
روزی که تو همسرم شدی شادترین روز زندگیم بود دوستت دارم آرام جانم,عشق
عشق معجزه نگاه توست بدونِ هوس، بدونِ چشمداشت. وقتی سخت در آغوشم میکشی و استشمامِ عطرِ نفسهایت جانی تازه میبخشد؛ به روحی که عشق را نمیشناخت.,عشق
دنیا هم که از آن تو باشدتا زمانی که درون قلب یک زنجایی نداشته باشیتا درون آوازهای عاشقان زنیزندگی نکنی و سهمی ازدلشوره های زنی نداشته باشی فقیرترین مردی,عشق
با تمام مداد رنگیهای دنیا، به هر زبانی که بدانی یا ندانی، خالی از هر تشبیه و استعاره و ایهام، تنها یک جمله برایت خواهم نوشت: دوستت دارم.,عشق
دُنیآ روُ نِمیدونَم،وَلی مَنْ دوُرِ توُ میگردَم,عشق
بگذار لبخندت حال تمام روزهای مرا خوب کند,عشق
چه خوش خیال است فاصله را می گویم به خیالش تو را از من دور کرده نمی داند جای تو امن است اینجا در میان دل من,عشق
سرم که به شانه ات برسد تمام است همه دردها، همه اشکها. آسمان رنگش را مدیون چشمان توست و من این آرامش را مدیون تو هستم.,عشق
از انتهای خیالت تا هر کجا بروی به هم میرسیم. زمین بیهوده گرد نیست. فرقی ندارد شرق یا غرب، شمال یا جنوب. من تو را به هرجهت دوست دارم.,عشق
زندگی راه های خیلی زیادی رو جلوی پات می ذارهولی تنها راه من بودن با تو تا آخر عمره,عشق
تو سرما بخوری، من هم میخورم. برای دو نفر که همدیگر را دوست دارند این یک اتفاقِ منطقیست. نه به ویروسها ربط دارد، نه هیچ چیزِ دیگر.,عشق
غیر ممکنه که بتونی عشق منو اندازه بگیری، توضیح بدی، بشمری یا به تصویر بکشیفقط می تونی حسش کنی.دوستت دارم,عشق
شانه هایت را برای تکیه انتخاب کردم تو پناه منی در لحظه های بیقراریام در عبور بادهای خزان. روی باغ شانه هایت هر وقت اندوهی نشست در حمل بار غصهات با شوق شرکت میکنم.,عشق
تو یِجایی تو قَــلبَم داریـکِه هیچکَس نمی تونِه داشته باشِه,عشق
امتداد بازوانت میشود انتهای دلدادگی. میشود همان گوشه دِنجی که راحت میتوان جان داد.,عشق
در تمام سختی ها عشق تو به من انگیزه زندگی می ده شوهر عزیزم,عشق
زمانی که به آسمون شب با هزاران ستاره نگاه می کنم، چشمای تو رو یادم می یاد، بخاطر اینکه اون ها مثل ستاره ها می درخشن وقتی که به خورشید نگاه می کنم، یاد تو می افتم، چون تو روشنایی بخش زندگی من هستی,عشق
حرفهای زیادی بلد نیستم. من تنها چشمان تو را دیدم و گوشهای از لبخندت که حرفهایم را دزدید. از عشق چیزی نمیدانم اما دوستت دارم کودکانه تر از آنچه فکر کنی.,عشق
نمی تونم زندگی بدون تو رو تصور کنم. تو دلیل بودن من هستی,عشق
دلبر جان، مهم نیست که چقدر حساس و مغرور و بدقلق و لجباز باشی. مهم این است که من بلدم تمام این معادلات را بهم بزنم. من همانم که میتوانم از تو مهربانترین مرد را بسازم.,عشق
در فکر منی، حالا و برای همیشه,عشق
می خوام در آغوشت بگیرم تا تپش همزمان قلبمون رو حس کنم,عشق
تو را به جای همه کسانی که نشناخته ام دوست میدارم. تو را به خاطر عطر نان گرم، برای برفی که آب میشود دوست میدارم. تو را برای دوست داشتن دوست میدارم. برای اشکی که خشک شد و هیچ وقت نریخت، لبخندی که محو شد و هیچ گاه نشکفت دوست میدارم. تو را به خاطر خاطره ها دوست میدارم.,عشق
